,loss,accuracy,val_loss,val_accuracy
0,418.31640625,0.7974491715431213,45.58454895019531,0.7423728704452515
1,37.62880325317383,0.8424124121665955,30.364595413208008,0.9542372822761536
2,24.524301528930664,0.9256376624107361,19.036407470703125,0.9322033524513245
3,14.693109512329102,0.9416342377662659,10.75474739074707,0.9627118706703186
4,7.936504364013672,0.950281023979187,5.462905406951904,0.9644067883491516
5,4.174935817718506,0.943795919418335,3.2570695877075195,0.9644067883491516
6,3.196986675262451,0.9584954380989075,3.3538076877593994,0.8881356120109558
7,3.1351237297058105,0.9589277505874634,3.053476572036743,0.9796609878540039
8,3.108119249343872,0.9613056182861328,3.103195905685425,0.9576271176338196
9,3.134964942932129,0.9576307535171509,3.0364203453063965,0.9644067883491516
10,3.1115565299987793,0.960440993309021,3.119434356689453,0.9830508232116699
11,3.1163089275360107,0.9638996720314026,3.057183027267456,0.9813559055328369
12,3.0885040760040283,0.9651966691017151,3.024611711502075,0.9796609878540039
13,3.1163361072540283,0.9615218043327332,3.0368735790252686,0.9728813171386719
14,3.0231220722198486,0.9740596413612366,3.062761068344116,0.9745762348175049
15,3.0921683311462402,0.9654128551483154,3.0949575901031494,0.9779660701751709
16,3.102585554122925,0.9643320441246033,3.123328685760498,0.9644067883491516
17,3.082127809524536,0.9654128551483154,3.005396604537964,0.9796609878540039
18,3.090543270111084,0.9664937257766724,3.0552258491516113,0.9762711524963379
19,3.123520612716675,0.9638996720314026,3.2439329624176025,0.9745762348175049
20,3.066291093826294,0.9677907228469849,3.1018311977386475,0.9779660701751709
21,3.065805196762085,0.9693039059638977,3.028127431869507,0.9728813171386719
22,3.064220905303955,0.9716817736625671,2.9872164726257324,0.9762711524963379
23,3.0377750396728516,0.9742758274078369,3.165660858154297,0.9796609878540039
24,3.0702943801879883,0.9716817736625671,3.0558857917785645,0.9762711524963379
25,3.1082770824432373,0.9710332751274109,3.0291202068328857,0.9779660701751709
26,3.0927958488464355,0.9712494611740112,3.0588369369506836,0.9644067883491516
27,3.0547614097595215,0.9697362780570984,3.045017719268799,0.9728813171386719
