,loss,accuracy,val_loss,val_accuracy
0,444.560791015625,0.6993082165718079,48.324371337890625,0.7423728704452515
1,38.77981185913086,0.7436229586601257,31.394248962402344,0.7423728704452515
2,25.421035766601562,0.7581063508987427,19.72662353515625,0.8627118468284607
3,15.369538307189941,0.8050150871276855,11.339303016662598,0.8457627296447754
4,8.371349334716797,0.8071768283843994,5.896068572998047,0.8118643760681152
5,4.373363971710205,0.8002594113349915,3.310074806213379,0.9542372822761536
6,3.3232944011688232,0.7970168590545654,3.2106242179870605,0.9101694822311401
7,3.3149139881134033,0.780155599117279,3.140986919403076,0.9610169529914856
8,3.2897462844848633,0.7777777314186096,3.181211471557617,0.9203389883041382
9,3.294663906097412,0.7630782127380371,3.167623996734619,0.9322033524513245
10,3.3188726902008057,0.744920015335083,3.159986734390259,0.7423728704452515
11,3.3473918437957764,0.7358408570289612,3.2874605655670166,0.7423728704452515
12,3.2929646968841553,0.7825334668159485,3.2424352169036865,0.8813559412956238
