,loss,accuracy,val_loss,val_accuracy
0,368.55938720703125,0.8460873365402222,4.678995132446289,0.9305084347724915
1,4.260645389556885,0.8986164927482605,4.061625957489014,0.9474576115608215
2,4.082600116729736,0.9357976317405701,4.079463481903076,0.9525423645973206
3,3.9902148246765137,0.9468222856521606,4.058522701263428,0.9711863994598389
4,4.001541614532471,0.9472545981407166,3.8362390995025635,0.9593220353126526
5,3.9281485080718994,0.9474707841873169,3.6810309886932373,0.9830508232116699
6,3.8326594829559326,0.9530912041664124,3.8972878456115723,0.9525423645973206
7,3.846562623977661,0.9578469395637512,3.6711387634277344,0.9830508232116699
8,3.7020373344421387,0.9654128551483154,3.615494966506958,0.9847457408905029
9,3.717111825942993,0.9658452272415161,3.5734176635742188,0.9830508232116699
10,3.6454012393951416,0.9688715934753418,3.6566476821899414,0.9864406585693359
11,3.715590476989746,0.9626026749610901,3.704566240310669,0.9644067883491516
12,3.6998393535614014,0.9636834859848022,3.7379348278045654,0.9389830231666565
13,3.8061866760253906,0.9647643566131592,3.7392830848693848,0.9813559055328369
14,3.625878095626831,0.9675745368003845,3.6306660175323486,0.9762711524963379
